lng,lat,maydoni,xonalar_soni,kv_qavat,qavatlar_soni,tuman,manzil,narxi
69.293391,41.314662,100.0,3,1,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",80000
69.2560774,41.3432641,110.0,5,5,5,Olmzor,"город Ташкент, Olmzor район, 1-й проезд Чилтугон",63500
69.2691667,41.3086111,75.0,3,6,9,Mirobod,"город Ташкент, Mirobod район, ЦУМ (Ц-7) ",110000
69.2475235,41.3333453,70.0,3,1,5,Olmzor,"город Ташкент, Olmzor район, ц-17, ц-18 Себзар (ц-17, ц-18) ",62000
69.2368973,41.3141622,70.0,3,4,5,Shayhontohur,"город Ташкент, Shayhontohur район, Караташ",36999
69.2585422,41.2843902,150.0,3,3,6,Yakkasaroy,"город Ташкент, Yakkasaroy район, 1-й проезд Абдуллы Каххара",170000
69.2117625,41.2304214,56.1,2,7,7,Sergeli,"город Ташкент, Sergeli район, 6А",37000
69.3019081,41.3825869,83.0,4,3,5,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад 16-й квартал",54000
69.1804708,41.2978921,49.0,2,4,4,Uchtepa,"город Ташкент, Uchtepa район, Зангиота",23000
69.2058023,41.2894422,46.0,2,2,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 8-й квартал",38500
69.2058023,41.2894422,46.0,2,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 8-й квартал",36200
69.1804708,41.259418,68.0,3,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар квартал Г9",45000
69.1968618,41.2901628,65.0,3,1,5,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 9-й квартал",45000
69.1968618,41.2901628,76.0,4,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 9-й квартал",43000
69.1968618,41.2901628,42.0,1,2,5,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 9-й квартал",26000
69.1968618,41.2901628,55.0,2,1,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 9-й квартал",67000
69.1968618,41.2901628,76.0,4,5,5,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 9-й квартал",45500
69.1968618,41.2829494,49.0,2,2,6,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 10-й квартал",47000
69.1968618,41.2829494,80.0,4,2,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 10-й квартал",70000
69.1968618,41.2829494,142.0,5,5,5,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 10-й квартал",120000
69.2087824,41.2948119,60.0,3,3,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",44000
69.303611,41.322142,72.0,3,4,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Аккурган",47000
69.2743143,41.2846588,115.0,4,6,9,Mirobod,"город Ташкент, Mirobod район, 7-й проезд Мироншаха",84000
69.2660649,41.3701094,100.0,4,2,3,Yashnobod,"город Ташкент, Yashnobod район, 1-й переулок Бойкургон",77000
69.3726789,41.3375577,63.0,2,5,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Карасу 1-й квартал",35000
69.324458,41.3317732,66.0,3,3,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Сайрам",56000
69.303611,41.322142,70.0,3,5,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Аккурган",46500
69.3230626,41.3215876,62.0,3,5,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Буз-1 (Буз базар) ",35000
69.1961168,41.271386,50.0,2,1,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 17-й квартал",34000
69.2803036,41.3298867,78.0,3,4,4,Yunusobod,"город Ташкент, Yunusobod район, Минор",56000
69.275364,41.295316,62.0,2,2,9,Mirobod,"город Ташкент, Mirobod район, Госпитальный",63000
69.2769129,41.2910722,350.0,8,2,12,Mirobod,"город Ташкент, Mirobod район, Нукус",260000
69.3434849,41.2896055,63.0,3,4,4,Yashnobod,"город Ташкент, Yashnobod район, 2-й проезд Авиасозлар",40000
69.3689542,41.3326551,91.0,4,1,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Карасу 3-й квартал",75000
69.2368973,41.3141622,81.0,3,6,9,Shayhontohur,"город Ташкент, Shayhontohur район, Караташ",54900
69.3585936,41.3550649,86.0,4,3,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Феруза-1",42000
69.303611,41.322142,54.0,2,3,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Аккурган",54500
69.2743143,41.2846588,90.0,3,3,5,Mirobod,"город Ташкент, Mirobod район, 7-й проезд Мироншаха",105000
69.293391,41.314662,40.0,2,2,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",37000
69.2840285,41.3804352,45.0,1,5,5,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад 10-й квартал",24000
69.2827199,41.2901478,89.55,3,7,9,Olmzor,"город Ташкент, Olmzor район, Малая кольцевая дорога",40000
69.3726789,41.3375577,92.0,4,3,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Карасу 1-й квартал",67000
69.3585936,41.3550649,95.0,4,1,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Феруза-1",77000
69.3473509,41.3292204,102.0,4,4,9,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Карасу 6-й квартал",65000
69.2094809,41.3597078,65.0,2,5,9,Olmzor,"город Ташкент, Olmzor район, Каракамыш-2/3",31300
69.293391,41.314662,62.0,2,5,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",33500
69.2087824,41.3668928,56.0,2,3,5,Olmzor,"город Ташкент, Olmzor район, Каракамыш-2/4",38500
69.3279791,41.3169199,59.0,2,2,8,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, 2-й Паркентский проезд",41500
69.1849411,41.2710841,96.0,3,6,9,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 19-й квартал",64500
69.3415733,41.2785565,37.0,1,4,8,Yashnobod,"город Ташкент, Yashnobod район, 2-й проезд Иззат",13075
69.2473656,41.2773019,70.0,2,8,9,Yakkasaroy,"город Ташкент, Yakkasaroy район, Мухандислар",48000
69.275878,41.296644,78.0,2,4,8,Mirobod,"город Ташкент, Mirobod район, Фидокор (Чехова) ",77000
69.2595082,41.2986859,145.0,4,7,8,Yakkasaroy,"город Ташкент, Yakkasaroy район, Юсуфа Хос Ходжиба",115000
69.2922234,41.3104865,100.0,3,2,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, ц-1 Буюк ипак йули (Ц-1) ",128000
69.3235123,41.286283,54.0,2,4,4,Yashnobod,"город Ташкент, Yashnobod район, 1-й проезд Мурабби",33000
69.275878,41.296644,70.0,3,2,4,Mirobod,"город Ташкент, Mirobod район, Фидокор (Чехова) ",66000
69.2415634,41.2673079,116.0,5,3,5,Yakkasaroy,"город Ташкент, Yakkasaroy район, Кушбеги",80000
69.1819609,41.2657122,72.0,3,8,9,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар квартал 20Д",37700
69.2616787,41.3221852,70.0,1,6,7,Shayhontohur,"город Ташкент, Shayhontohur район, Урда",60000
69.3845977,41.3542045,60.0,2,9,9,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, ТТЗ",28500
69.2117625,41.2857552,52.0,2,4,5,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 6-й квартал",38000
69.2601933,41.2911414,95.0,3,7,8,Yakkasaroy,"город Ташкент, Yakkasaroy район, Ул.Ш.Руставели",65000
69.2117625,41.2857552,44.0,2,1,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 6-й квартал",38000
69.2117625,41.2857552,42.0,2,3,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 6-й квартал",36500
69.2117625,41.2857552,43.0,2,2,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 6-й квартал",36500
69.2117625,41.2857552,77.0,3,5,5,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 6-й квартал",95000
69.2087824,41.2948119,24.0,1,3,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",20000
69.2087824,41.2948119,30.0,1,1,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",26000
69.2087824,41.2948119,41.0,2,1,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",36000
69.2773236,41.3197131,46.0,2,2,4,Yunusobod,"город Ташкент, Yunusobod район, Кашкар",36000
69.2087824,41.2948119,42.0,2,2,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",36500
69.2892434,41.3700057,51.0,2,3,4,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад-11",45000
69.1760005,41.2814223,62.0,3,5,5,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",33500
69.3434849,41.2896055,50.0,1,5,12,Yashnobod,"город Ташкент, Yashnobod район, Авиасозлар/Лисунова-4",25000
69.2996732,41.3587493,107.0,4,6,9,Yunusobod,"город Ташкент, Yunusobod район, 1-й проезд Кулолкургон",75500
69.2773236,41.3245206,255.0,5,1,8,Yunusobod,"город Ташкент, Yunusobod район, ц-5 Киёт (Ц-5) ",270000
69.2773236,41.3245206,266.0,6,1,8,Yunusobod,"город Ташкент, Yunusobod район, ц-5 Киёт (Ц-5) ",285000
69.2094809,41.3597078,38.0,1,6,9,Olmzor,"город Ташкент, Olmzor район, Каракамыш-2/3",27500
69.2665263,41.2834892,210.0,4,4,8,Yakkasaroy,"город Ташкент, Yakkasaroy район, Кичик Бешагач",265000
69.2512486,41.2697288,110.0,4,7,9,Yakkasaroy,"город Ташкент, Yakkasaroy район, Башлык",75000
69.2087824,41.3668928,55.62,2,5,9,Olmzor,"город Ташкент, Olmzor район, Каракамыш 2/4",31000
69.2266631,41.2115569,66.0,2,8,9,Sergeli,"город Ташкент, Sergeli район, Сергели-II",31507
69.2601933,41.2911414,53.0,2,3,5,Yakkasaroy,"город Ташкент, Yakkasaroy район, Шота Руставели",54000
69.2261213,41.3390184,119.0,4,2,5,Olmzor,"город Ташкент, Olmzor район, обводная  Нурафшон",110000
69.340163,41.339688,56.0,2,1,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Академгородок",35000
69.4635568,41.3869298,68.0,3,4,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Кибрай",24000
69.2937133,41.2758912,125.0,3,7,12,Mirobod,"город Ташкент, Mirobod район, Мирабад",129999
69.2711001,41.2784172,140.0,4,8,10,Yakkasaroy,"город Ташкент, Yakkasaroy район, Тезиковая дача",105000
69.3898602,41.3379184,141.0,4,7,7,Yakkasaroy,"город Ташкент, Yakkasaroy район, ул. Мукимий",95000
69.1909015,41.2770171,74.0,4,4,4,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 11-й квартал",47500
69.3726789,41.3375577,63.0,2,5,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Карасу 1-й квартал",34997
69.1909015,41.2770171,41.0,2,4,4,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 11-й квартал",32000
69.2429048,41.3112812,52.0,2,3,5,Mirobod,"город Ташкент, Mirobod район, Фуркат",37000
69.1804708,41.259418,68.0,3,3,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар квартал Г9",39000
69.2429048,41.3112812,110.0,4,1,4,Mirobod,"город Ташкент, Mirobod район, Фуркат",63500
69.3875774,41.3427418,60.0,2,6,9,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Хумаюн",35500
69.1804708,41.259418,54.0,1,9,9,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар квартал Г9",35000
69.3473509,41.3292204,60.0,2,5,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Карасу 6-й квартал",35000
69.1968618,41.2901628,46.0,2,3,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 9-й квартал",37500
69.2058023,41.2894422,94.0,4,4,5,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 8-й квартал",73000
69.2087824,41.2948119,58.0,2,1,9,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",40000
69.3644846,41.3318205,92.0,4,3,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Карасу 2-й квартал",62000
69.2177228,41.2916859,70.0,3,3,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 5-й квартал",55000
69.223683,41.2807837,42.0,2,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",37400
69.223683,41.2807837,42.0,2,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",35800
69.2052868,41.2753331,75.0,2,4,12,Chilonzor,"город Ташкент, Chilonzor район, проспект Бунёдкор",60000
69.2817965,41.3616967,72.0,3,1,9,Yunusobod,"город Ташкент, Yunusobod район, Ахмада Дониша",100000
69.1601855,41.3059159,85.0,3,7,9,Uchtepa,"город Ташкент, Uchtepa район, 4-й проезд Такачи",52500
69.2773236,41.3653679,65.0,2,5,9,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад 4-й квартал",44000
69.1959189,41.2573956,65.0,2,9,9,Chilonzor,"город Ташкент, Chilonzor район, Алмазар",56600
69.2087824,41.2948119,46.0,2,3,4,Chilonzor,"город Ташкент, Chilonzor район, chilonzor 7",42000
69.3473509,41.3292204,60.94,2,9,9,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Алтынтепа",36542
69.3057451,41.2788072,165.0,4,1,8,Mirobod,"город Ташкент, Mirobod район, Окбилол",264999
69.2953473,41.2759614,215.0,4,5,8,Mirobod,"город Ташкент, Mirobod район, Янгизамон",259999
69.3139155,41.2671043,59.0,2,4,4,Yashnobod,"город Ташкент, Yashnobod район, Фергана Йули",26500
69.3228615,41.3146381,66.82,2,5,7,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Паркент",65000
69.2152083,41.2773103,98.0,5,5,9,Chilonzor,"город Ташкент, Chilonzor район, Катта козиробод",70000
69.3585936,41.3550649,48.0,2,1,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Феруза-1",34499
